doctor_id	name	specialization	department_id
819	Jose Mckee	ENT Specialist	4
820	Marie Taylor	Pediatrician	7
821	Paula Martin	Orthopedic	7
822	Tanya Parker	Psychiatrist	8
823	Elizabeth Sanchez	ENT Specialist	7
824	Andrea Cross	Cardiologist	3
825	Dr. Ryan Austin	Pediatrician	1
826	Zachary Huff	Cardiologist	1
827	Derrick Pierce	ENT Specialist	4
828	Denise Snyder	Dermatologist	8
829	Jessica Thomas	Dermatologist	5
830	Joanna Williams	Neurologist	5
831	Phillip Brooks	Orthopedic	5
832	Rachel Adams	Psychiatrist	3
833	Jessica Park	Orthopedic	2
834	Wanda Phillips	Pediatrician	7
835	Thomas Espinoza	Neurologist	5
836	Curtis Wong	Orthopedic	8
837	Christopher Brown	Oncologist	6
838	Thomas Young	Psychiatrist	2
839	Carrie Franklin	Dermatologist	5
840	Ryan Valencia	Pediatrician	3
841	Angel Hill	ENT Specialist	2
842	Ryan Brown	ENT Specialist	4
843	Whitney Hicks	Neurologist	4
844	Kristin Bryan	Orthopedic	4
845	Paul Fry	Pediatrician	3
846	Robin Williams	Pediatrician	3
847	Jasmin Farley	Cardiologist	7
848	Jimmy Galvan	Pediatrician	3
849	Corey Parker	Orthopedic	3
850	Nancy Jones	ENT Specialist	6
851	Charles Freeman	Orthopedic	1
852	Ashlee Cummings	Neurologist	7
853	Anne Peterson	Oncologist	7
854	Stacy Parks	Neurologist	2
855	Jorge Jones	Oncologist	3
856	Joshua Simmons	Orthopedic	3
857	Jennifer Pierce	ENT Specialist	7
858	Michael Walters	Orthopedic	8
859	Kathy Lee	Pediatrician	7
860	Daniel Kelly	ENT Specialist	1
861	Theresa Edwards	Neurologist	3
862	Terry Robinson	Orthopedic	6
863	Heather Taylor	Neurologist	1
864	Victor Evans	Oncologist	1
865	Mandy Lamb	ENT Specialist	2
866	Annette Love	ENT Specialist	8
867	Melissa Clarke	Dermatologist	4
868	Sylvia Andrews	Neurologist	8
869	Raven Spencer	Dermatologist	3
870	Justin Romero	Psychiatrist	7
871	Tonya Morgan	Pediatrician	7
872	Megan Riley	Oncologist	7
873	Christine Sanchez	Neurologist	1
874	Patricia Lopez	Neurologist	2
875	Kristine Myers	Neurologist	1
876	Veronica Williams	Orthopedic	1
877	Abigail Garrison	Neurologist	2
878	James Fox	Orthopedic	4
879	William Rivera	Neurologist	2
880	Gary Wheeler	Pediatrician	3
881	Nicole Snyder	Cardiologist	8
882	Chad Santos	Psychiatrist	7
883	Tanner Massey	Oncologist	5
884	George Miller	Dermatologist	1
885	Robert Le	Psychiatrist	3
886	David Davis	Cardiologist	8
887	Joseph Bradley	Pediatrician	5
888	Jeremy Clark	Dermatologist	1
889	Ana Walton	ENT Specialist	1
890	Luke Donovan	Pediatrician	8
891	Joshua Mendez	Psychiatrist	3
892	Guy Bowman	Dermatologist	3
893	Joshua Mclaughlin	Orthopedic	5
894	Patrick Boone	Cardiologist	4
895	Theodore Davis	Dermatologist	7
896	Kevin Bailey	Oncologist	1
897	Brandon Wright	ENT Specialist	1
898	Susan Robles	Dermatologist	2
899	Wanda Norris	Orthopedic	8
900	Jacob Mejia	Neurologist	7
901	Darrell Turner	Orthopedic	5
902	Melissa Eaton	Dermatologist	8
903	Robert Fleming	Orthopedic	6
904	Connie David	ENT Specialist	7
905	Brian Soto	Psychiatrist	7
906	Dennis Green	Neurologist	7
907	Cindy Lucero	Pediatrician	4
908	Jorge Snow	Orthopedic	8
909	Vincent Pham	Cardiologist	8
910	Patricia Schneider	Orthopedic	6
911	Pamela Wilson	Cardiologist	3
912	Taylor Reyes	Cardiologist	1
913	Gerald Castillo	Orthopedic	6
914	Kathy Welch	Neurologist	5
915	Michael Burnett	Psychiatrist	2
916	Thomas Curry	Neurologist	4
917	Kristen Thompson	Neurologist	5
918	Timothy Huynh	Psychiatrist	2
919	Donna Ferguson	Pediatrician	7
920	Marissa Johnston	Oncologist	8
921	Frank Ruiz	Neurologist	6
922	Erika Cook	ENT Specialist	7
923	Martha King	Dermatologist	4
924	Don Blevins	ENT Specialist	8
925	Shawna West	Psychiatrist	5
926	Cynthia Vasquez	Orthopedic	1
927	Gina Cooper	Neurologist	6
928	Laura Howard	Cardiologist	7
929	Ronnie Gonzalez	Dermatologist	8
930	Anna Anderson	Orthopedic	6
931	Lisa Reyes	Dermatologist	6
932	Amanda Alvarez	ENT Specialist	2
933	Sydney Brown	Psychiatrist	5
934	Linda Byrd	ENT Specialist	6
935	Elizabeth Brown	Neurologist	8
936	Philip Little	Psychiatrist	7
937	Nicole Carpenter	Cardiologist	4
938	Bridget Duke	Pediatrician	6
939	Carrie Thompson	Cardiologist	5
940	David Smith	Oncologist	8
941	Jessica Bryant	Dermatologist	6
942	Heather Mason	Dermatologist	6
943	Sierra Browning	Dermatologist	4
944	Paul Ross	Pediatrician	1
945	Michelle Evans	Neurologist	3
946	Stephanie Fowler	Oncologist	2
947	Mikayla Morris	Psychiatrist	2
948	Jared Stuart	Pediatrician	1
949	Monica Garza	Pediatrician	2
950	Vickie Chase	Dermatologist	6
951	Jonathan Ortiz	Pediatrician	6
952	Tyler Cohen	ENT Specialist	2
953	Phillip Campbell	Cardiologist	5
954	Brenda Ramirez	ENT Specialist	3
955	Richard Walters	Psychiatrist	5
956	Rick Yang	ENT Specialist	3
957	Joseph Montgomery	Oncologist	5
958	Heather Alexander	Dermatologist	7
959	Kyle Mcdonald	Orthopedic	4
960	Tracy Walker	ENT Specialist	7
961	Benjamin Lee	Oncologist	4
962	Nicole Manning	Cardiologist	5
963	Keith Vasquez	Psychiatrist	6
964	Cody Huynh	Dermatologist	4
965	Summer Whitney	ENT Specialist	2
966	Catherine Mejia	Neurologist	7
967	Christopher Bridges	Dermatologist	6
968	Michael Potter	Psychiatrist	6
969	Seth Williams	Psychiatrist	3
970	Kelli Taylor	Orthopedic	6
971	Christopher Hernandez	Cardiologist	3
972	Mrs. Nicole Griffith	Dermatologist	7
973	Zachary Gregory	Dermatologist	6
974	John Fields	Dermatologist	3
975	Robert Brown	Dermatologist	5
976	Jason Vasquez	Orthopedic	8
977	David Coffey	Oncologist	6
978	Benjamin Leon	Neurologist	8
979	Rachel Colon	ENT Specialist	8
980	Blake Alvarez	Pediatrician	5
981	Paul Miller	Cardiologist	7
982	Jennifer Hicks	Orthopedic	3
983	Willie Martinez	Cardiologist	7
984	Brandon Jones	Neurologist	5
985	Valerie Gonzalez	Cardiologist	2
986	Donna Rivera	Pediatrician	1
987	Tracy Davidson	Dermatologist	1
988	Brian Davis	Neurologist	4
989	Laura Watkins	Cardiologist	7
990	Travis Perry	Neurologist	6
991	John Perry	Pediatrician	7
992	Brian Sanders	Psychiatrist	4
993	Matthew Shannon	Orthopedic	2
994	Mark Johns	Oncologist	3
995	Christian Huang	Oncologist	2
996	David Wang	Pediatrician	3
997	Debbie Gonzalez	Pediatrician	2
998	Angela Barber	Cardiologist	3
999	Amanda Hardin	ENT Specialist	2
1000	Jennifer Lee	Pediatrician	5
1001	Jeffrey Flores	Dermatologist	3
1002	Mary Ross	Orthopedic	3
1003	Kathryn Arias	Psychiatrist	4
1004	Jeremy Alvarez	Neurologist	4
1005	Christine Bennett	Oncologist	7
1006	Christopher Caldwell	Oncologist	6
1007	Mr. Gary Owens PhD	Psychiatrist	1
1008	Harry Smith	Orthopedic	3
1009	Kristen Sanford	Psychiatrist	1
1010	Jennifer Miranda	Dermatologist	4
1011	April Jones	Pediatrician	2
1012	Jo Carlson	Cardiologist	1
1013	William Koch	Neurologist	6
1014	Sharon Garcia	Orthopedic	4
1015	Anthony Hernandez	ENT Specialist	3
1016	Andrew Roberts MD	ENT Specialist	8
1017	Brooke Li	Dermatologist	3
1018	Vernon Hughes	Orthopedic	4
1019	Cody Harris	Cardiologist	3
1020	Jessica Mcknight	Oncologist	7
1021	Teresa Martinez	Neurologist	8
1022	Kyle Burton	Dermatologist	8
1023	Arthur King	Dermatologist	5
1024	Joshua Johnson	Orthopedic	4
1025	Bobby Martin	Neurologist	5
1026	Laura Jackson	Cardiologist	4
1027	Nicholas Thomas	Pediatrician	2
1028	Ryan Gray	ENT Specialist	5
1029	Diana Davenport	Neurologist	6
1030	Heather Flores	Cardiologist	5
1031	Randy Garcia	Cardiologist	4
1032	Amber Wade	Cardiologist	5
1033	James Humphrey	Cardiologist	2
1034	Robert Johnson	Cardiologist	8
1035	Emily Mcdonald	Pediatrician	4
1036	Jordan Stone	ENT Specialist	3
1037	Katherine Cole	Pediatrician	8
1038	Heidi Wilson	Pediatrician	2
1039	Ann Weber	Pediatrician	7
1040	Rebecca Davis	Psychiatrist	5
1041	Scott Roach	Oncologist	3
1042	Elizabeth Cochran	Orthopedic	6
1043	Ralph Marsh	Neurologist	8
1044	James Watson	Orthopedic	2
1045	Kathy Arias	Pediatrician	4
1046	Dorothy Salinas	ENT Specialist	8
1047	Jared Moore	Cardiologist	8
1048	Lindsey Grant	Oncologist	7
1049	Frederick Anthony	Neurologist	2
1050	Allison Brewer	ENT Specialist	5
1051	Amanda Braun	Pediatrician	8
1052	Todd Anderson	Cardiologist	6
1053	Travis Scott	Oncologist	8
1054	Jerry Dennis	Cardiologist	6
1055	Raymond Reyes	Pediatrician	7
1056	Troy Marks	Oncologist	8
1057	Terry Rivas	Dermatologist	4
1058	Steven Garcia	Orthopedic	5
1059	Christian Holloway	Pediatrician	3
1060	James Lee	Orthopedic	3
1061	Jessica Henderson	Cardiologist	7
1062	Crystal Wright	Oncologist	1
1063	Joseph Green	Oncologist	3
1064	Linda Bennett	Neurologist	7
1065	David Weaver	Pediatrician	1
1066	Erik Murphy	Psychiatrist	4
1067	Gregory Riley	ENT Specialist	5
1068	Ann Jackson	Orthopedic	4
1069	Ryan Mcgrath	ENT Specialist	6
1070	Brian Hammond	Cardiologist	2
1071	Jacob Parker	Pediatrician	6
1072	Paula Weaver	Dermatologist	3
1073	Kristie Watson	Pediatrician	3
1074	Adam Lee	Orthopedic	5
1075	Scott Riley	Neurologist	3
1076	David Gonzalez	Cardiologist	4
1077	Karen Brown	Dermatologist	5
1078	Hannah Cunningham	ENT Specialist	4
1079	Jennifer Brewer	Oncologist	2
1080	Luis Long	ENT Specialist	4
1081	Jose Stone	Orthopedic	6
1082	Adrian Solomon	ENT Specialist	7
1083	Matthew Fritz	ENT Specialist	4
1084	Scott Crawford	Cardiologist	7
1085	Timothy Prince	Neurologist	2
1086	Meghan Hill	ENT Specialist	1
1087	Vanessa Kelly DDS	Pediatrician	2
1088	Marilyn Copeland	Orthopedic	5
1089	Diana Ramirez	Orthopedic	4
1090	Justin Gardner	Neurologist	3
1091	Vincent Price	Psychiatrist	8
1092	Lisa Hughes	Psychiatrist	8
1093	Matthew Petty	Oncologist	8
1094	Justin Hodge	Psychiatrist	1
1095	Christopher Brown	ENT Specialist	7
1096	Eric Vazquez	Orthopedic	7
1097	John Aguirre	Neurologist	4
1098	Sandra Baldwin	Orthopedic	7
1099	Cassandra Hicks	Psychiatrist	3
1100	Brian Francis	Dermatologist	5
